original_language,overview,title,budget,revenue,runtime,release_date,popularity,vote_average,vote_count,genres
en,"Book superstore magnate, Joe Fox and independent book shop owner, Kathleen Kelly fall in love in the anonymity of the Internet—both blissfully unaware that he's trying to put her out of business.",You've Got Mail,65000000,250800000,119,1998-12-18,7.1578,6.697,3470,"['Comedy', 'Romance']"
en,"Pittsburgh, Pennsylvania, 1991. High school freshman Charlie is a wallflower, always watching life from the sidelines, until two senior students, Sam and her stepbrother Patrick, become his mentors, helping him discover the joys of friendship, music and love.",The Perks of Being a Wallflower,13000000,33384127,103,2012-09-20,7.7207,7.801,10849,['Drama']
en,"The story of the Agojie, the all-female unit of warriors who protected the African Kingdom of Dahomey in the 1800s with skills and a fierceness unlike anything the world has ever seen, and General Nanisca as she trains the next generation of recruits and readies them for battle against an enemy determined to destroy their way of life.",The Woman King,50000000,97300000,135,2022-09-16,7.0209,7.641,2259,"['Action', 'Drama', 'History']"
en,"After the harrowing death of his partner, forensic psychologist and best-selling author Alex Cross cannot forgive himself and has retreated to the peace of retirement. But when a brilliant criminal kidnaps a senator's young daughter, he is lured back into action as the kidnapper wants to deal with Alex personally. Teamed with Jezzie Flanigan, the Secret Service agent assigned to protect the missing girl, Alex follows a serpentine trail of clues that leads him to a stunning discovery - the kidnapper wants more than just ransom.",Along Came a Spider,60000000,105200000,104,2001-04-06,7.032,6.336,1954,"['Crime', 'Mystery', 'Thriller', 'Action']"
en,"A 14th century Crusader returns with his comrade to a homeland devastated by the Black Plague. The Church commands the two knights to transport a witch to a remote abbey, where monks will perform a ritual in hopes of ending the pestilence.",Season of the Witch,40000000,91627228,95,2011-01-07,6.9894,5.511,2537,"['Adventure', 'Fantasy', 'Action']"
en,"Homer is an orphan who was never adopted, becoming the favorite of orphanage director Dr. Larch. Dr. Larch imparts his full medical knowledge on Homer, who becomes a skilled, albeit unlicensed, physician. But Homer yearns for a self-chosen life outside the orphanage. What will Homer learn about life and love in the cider house? What of the destiny that Dr. Larch has planned for him?",The Cider House Rules,24000000,88500000,126,1999-12-17,7.3365,7.069,1225,['Drama']
en,"When single mom Callie and her two kids Trevor and Phoebe arrive in a small Oklahoma town, they begin to discover their connection to the original Ghostbusters and the secret legacy their grandfather left behind.",Ghostbusters: Afterlife,75000000,204334455,124,2021-11-18,7.0712,7.337,4927,"['Fantasy', 'Comedy', 'Adventure', 'Science Fiction']"
tl,"A boy cursed to turn gay when he grows up must sort out his feelings for the girl he loves and the boy – his best friend – he is suddenly lusting after, come to terms with his homophobia, and escape a pscho gay killer on the loose.",Zombadings 1: Patayin sa Shokot si Remington,22361,721651,96,2011-08-31,6.7499,5.2,15,"['Comedy', 'Horror']"
en,"On the run from a lethal assassin, a wily con artist devises a scheme to hide out inside a small-town police station. However, when the hit man turns up at the precinct, an unsuspecting rookie cop finds herself caught in the crosshairs.",Copshop,43500000,6807158,108,2021-09-09,5.7246,6.297,839,"['Thriller', 'Crime', 'Action']"
en,The discovery of a massive river of ectoplasm and a resurgence of spectral activity allows the staff of Ghostbusters to revive the business.,Ghostbusters II,37000000,215394738,108,1989-06-16,6.7201,6.596,4657,"['Comedy', 'Fantasy']"
en,"In a dystopian society where the Capitol forces each district to send two young tributes to fight to the death in a televised spectacle, a girl volunteers to take her sister’s place, setting the stage for a struggle of survival and defiance.",The Hunger Games,75000000,694000000,142,2012-03-12,6.8486,7.219,22712,"['Science Fiction', 'Adventure', 'Action', 'Thriller']"
en,"New York detective John McClane is back and kicking bad-guy butt in the third installment of this action-packed series, which finds him teaming with civilian Zeus Carver to prevent the loss of innocent lives. McClane thought he'd seen it all, until a genius named Simon engages McClane, his new ""partner"" -- and his beloved city -- in a deadly game that demands their concentration.",Die Hard: With a Vengeance,90000000,366101666,128,1995-05-19,6.6816,7.273,6394,"['Action', 'Thriller']"
ko,"In Chinatown, law and order is turned upside down when a trio of feral Chinese gangsters arrive, start terrorizing civilians, and usurping territory. The beleaguered local gangsters team up with the police, lead by the badass loose cannon Ma Seok-do, to bring them down. Based on a true story.",The Outlaws,5900000,52946454,121,2017-10-03,7.6141,7.7,482,"['Action', 'Crime', 'Thriller']"
en,"The rebellious Thracian Spartacus, born and raised a slave, is sold to Gladiator trainer Batiatus. After weeks of being trained to kill for the arena, Spartacus turns on his owners and leads the other slaves in rebellion. As the rebels move from town to town, their numbers swell as escaped slaves join their ranks. Under the leadership of Spartacus, they make their way to southern Italy, where they will cross the sea and return to their homes.",Spartacus,12000000,60000000,197,1960-10-13,7.407,7.537,2276,"['History', 'War', 'Drama', 'Adventure']"
en,"Nick Carraway, a young Midwesterner now living on Long Island, finds himself fascinated by the mysterious past and lavish lifestyle of his neighbor, the nouveau riche Jay Gatsby. He is drawn into Gatsby's circle, becoming a witness to obsession and tragedy.",The Great Gatsby,6500000,26533200,144,1974-03-27,6.84,6.3,493,"['Drama', 'Romance']"
en,"A curmudgeonly instructor at a New England prep school is forced to remain on campus during Christmas break to babysit the handful of students with nowhere to go. Eventually, he forms an unlikely bond with one of them — a damaged, brainy troublemaker — and with the school’s head cook, who has just lost a son in Vietnam.",The Holdovers,13000000,42513270,133,2023-10-27,6.3501,7.66,2178,"['Comedy', 'Drama']"
en,"Peter Highman must scramble across the US in five days to be present for the birth of his first child. He gets off to a bad start when his wallet and luggage are stolen, and put on the 'no-fly' list. Peter embarks on a terrifying journey when he accepts a ride from an actor.",Due Date,65000000,211800000,95,2010-11-03,5.9969,6.386,5599,"['Comedy', 'Drama']"
en,An ex-cop and his family are the target of an evil force that is using mirrors as a gateway into their home.,Mirrors,35000000,72400000,111,2008-08-14,6.6863,6.286,1946,"['Horror', 'Mystery']"
en,"In an alternate present-day version of Oakland, black telemarketer Cassius Green discovers a magical key to professional success – which propels him into a macabre universe.",Sorry to Bother You,3200000,18200000,112,2018-07-06,6.1506,6.793,1655,"['Fantasy', 'Science Fiction', 'Comedy']"
en,"During an ever-growing epidemic of zombies that have risen from the dead, two Philadelphia SWAT team members, a traffic reporter, and his television-executive girlfriend seek refuge in a secluded shopping mall.",Dawn of the Dead,640000,55000000,127,1978-09-02,7.3397,7.488,2200,"['Horror', 'Science Fiction']"
en,"With his eye on a lovely aristocrat, a gifted illusionist named Eisenheim uses his powers to win her away from her betrothed, a crown prince. But Eisenheim's scheme creates tumult within the monarchy and ignites the suspicion of a dogged inspector.",The Illusionist,16500000,87892388,110,2006-08-18,5.9026,7.296,5106,"['Fantasy', 'Drama', 'Thriller', 'Romance']"
en,"Six strangers find themselves in circumstances beyond their control, and must use their wits to survive.",Escape Room,9000000,155712077,100,2019-01-03,7.3636,6.543,4872,"['Horror', 'Thriller', 'Mystery']"
en,"When he starts dating drop-dead gorgeous Molly, insecure airport security agent Kirk can't believe it. As his friends and family share their doubts about the relationship lasting, Kirk does everything he can to avoid losing Molly forever.",She's Out of My League,20000000,49800000,104,2010-03-11,6.9031,6.48,2242,"['Romance', 'Comedy']"
en,"A slacker and a career-driven woman accidentally conceive a child after a one-night stand. As they try to make the relationship work, they must navigate the challenges of parenthood and their differences in lifestyle and maturity.",Knocked Up,30000000,219900000,129,2007-06-01,7.251,6.3,4113,"['Comedy', 'Romance', 'Drama']"
ja,"All Might and Deku accept an invitation to go abroad to a floating and mobile manmade city, called 'I-Island', where they research quirks as well as hero supplemental items at the special 'I-Expo' convention that is currently being held on the island. During that time, suddenly, despite an iron wall of security surrounding the island, the system is breached by a villain, and the only ones able to stop him are the students of Class 1-A.",My Hero Academia: Two Heroes,12000000,27507549,96,2018-08-03,6.7542,7.885,1067,"['Animation', 'Action', 'Adventure', 'Fantasy']"
en,"In a world where families are limited to one child due to overpopulation, a set of identical septuplets must avoid being put to a long sleep by the government and dangerous infighting while investigating the disappearance of one of their own.",What Happened to Monday,20000000,27975429,123,2017-08-18,6.7622,7.155,6268,"['Science Fiction', 'Thriller', 'Mystery', 'Action']"
en,"A portal transports Cpt. Artemis and an elite unit of soldiers to a strange world where powerful monsters rule with deadly ferocity. Faced with relentless danger, the team encounters a mysterious hunter who may be their only hope to find a way home.",Monster Hunter,60000000,42145959,103,2020-12-03,6.9764,6.545,3430,"['Action', 'Fantasy', 'Adventure']"
